index	character	character in latex	character/story	character/story in latex	card url
1	Leroy Jethro Gibbs	Leroy Jethro Gibbs	Leroy Jethro Gibbs/NCIS	Leroy Jethro Gibbs/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Leroy-Jethro-Gibbs-0800-235-090.pdf
2	Anthony DiNozzo	Anthony DiNozzo	Anthony DiNozzo/NCIS	Anthony DiNozzo/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Anthony-DiNozzo-0800-235-090.pdf
3	Abby Sciuto	Abby Sciuto	Abby Sciuto/NCIS	Abby Sciuto/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Abby-Sciuto-0800-235-090.pdf
4	Donald Mallard	Donald Mallard	Donald Mallard/NCIS	Donald Mallard/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Donald-Mallard-0800-235-090.pdf
5	Timothy McGee	Timothy McGee	Timothy McGee/NCIS	Timothy McGee/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Timothy-McGee-0800-235-090.pdf
6	Jimmy Palmer	Jimmy Palmer	Jimmy Palmer/NCIS	Jimmy Palmer/NCIS	https://compstorylab.org/archetypometrics/cards/NCIS-Jimmy-Palmer-0800-235-090.pdf
7	Rick Grimes	Rick Grimes	Rick Grimes/The Walking Dead	Rick Grimes/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Rick-Grimes-0800-235-090.pdf
8	Shane Walsh	Shane Walsh	Shane Walsh/The Walking Dead	Shane Walsh/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Shane-Walsh-0800-235-090.pdf
9	Lori Grimes	Lori Grimes	Lori Grimes/The Walking Dead	Lori Grimes/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Lori-Grimes-0800-235-090.pdf
10	Andrea	Andrea	Andrea/The Walking Dead	Andrea/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Andrea-0800-235-090.pdf
11	Dale Horvath	Dale Horvath	Dale Horvath/The Walking Dead	Dale Horvath/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Dale-Horvath-0800-235-090.pdf
12	Glenn Rhee	Glenn Rhee	Glenn Rhee/The Walking Dead	Glenn Rhee/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Glenn-Rhee-0800-235-090.pdf
13	Carl Grimes	Carl Grimes	Carl Grimes/The Walking Dead	Carl Grimes/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Carl-Grimes-0800-235-090.pdf
14	Daryl Dixon	Daryl Dixon	Daryl Dixon/The Walking Dead	Daryl Dixon/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Daryl-Dixon-0800-235-090.pdf
15	Carol Peletier	Carol Peletier	Carol Peletier/The Walking Dead	Carol Peletier/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Carol-Peletier-0800-235-090.pdf
16	Merle Dixon	Merle Dixon	Merle Dixon/The Walking Dead	Merle Dixon/The Walking Dead	https://compstorylab.org/archetypometrics/cards/The-Walking-Dead-Merle-Dixon-0800-235-090.pdf
17	Walter White	Walter White	Walter White/Breaking Bad	Walter White/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Walter-White-0800-235-090.pdf
18	Skyler White	Skyler White	Skyler White/Breaking Bad	Skyler White/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Skyler-White-0800-235-090.pdf
19	Jesse Pinkman	Jesse Pinkman	Jesse Pinkman/Breaking Bad	Jesse Pinkman/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Jesse-Pinkman-0800-235-090.pdf
20	Hank Schrader	Hank Schrader	Hank Schrader/Breaking Bad	Hank Schrader/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Hank-Schrader-0800-235-090.pdf
21	Marie Schrader	Marie Schrader	Marie Schrader/Breaking Bad	Marie Schrader/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Marie-Schrader-0800-235-090.pdf
22	Flynn White	Flynn White	Flynn White/Breaking Bad	Flynn White/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Flynn-White-0800-235-090.pdf
23	Saul Goodman	Saul Goodman	Saul Goodman/Breaking Bad	Saul Goodman/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Saul-Goodman-0800-235-090.pdf
24	Gus Fring	Gus Fring	Gus Fring/Breaking Bad	Gus Fring/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Gus-Fring-0800-235-090.pdf
25	Mike Ehrmantraut	Mike Ehrmantraut	Mike Ehrmantraut/Breaking Bad	Mike Ehrmantraut/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Mike-Ehrmantraut-0800-235-090.pdf
26	Jane Margolis	Jane Margolis	Jane Margolis/Breaking Bad	Jane Margolis/Breaking Bad	https://compstorylab.org/archetypometrics/cards/Breaking-Bad-Jane-Margolis-0800-235-090.pdf
27	Dorothy Gale	Dorothy Gale	Dorothy Gale/The Wizard of Oz	Dorothy Gale/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-Dorothy-Gale-0800-235-090.pdf
28	The Wizard of Oz	The Wizard of Oz	The Wizard of Oz/The Wizard of Oz	The Wizard of Oz/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-The-Wizard-of-Oz-0800-235-090.pdf
29	The Scarecrow	The Scarecrow	The Scarecrow/The Wizard of Oz	The Scarecrow/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-The-Scarecrow-0800-235-090.pdf
30	The Tin Man	The Tin Man	The Tin Man/The Wizard of Oz	The Tin Man/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-The-Tin-Man-0800-235-090.pdf
31	The Cowardly Lion	The Cowardly Lion	The Cowardly Lion/The Wizard of Oz	The Cowardly Lion/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-The-Cowardly-Lion-0800-235-090.pdf
32	The Wicked Witch of the West	The Wicked Witch of the West	The Wicked Witch of the West/The Wizard of Oz	The Wicked Witch of the West/The Wizard of Oz	https://compstorylab.org/archetypometrics/cards/The-Wizard-of-Oz-The-Wicked-Witch-of-the-West-0800-235-090.pdf
33	Jack Pearson	Jack Pearson	Jack Pearson/This Is Us	Jack Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Jack-Pearson-0800-235-090.pdf
34	Rebecca Pearson	Rebecca Pearson	Rebecca Pearson/This Is Us	Rebecca Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Rebecca-Pearson-0800-235-090.pdf
35	Randall Pearson	Randall Pearson	Randall Pearson/This Is Us	Randall Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Randall-Pearson-0800-235-090.pdf
36	Kate Pearson	Kate Pearson	Kate Pearson/This Is Us	Kate Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Kate-Pearson-0800-235-090.pdf
37	Kevin Pearson	Kevin Pearson	Kevin Pearson/This Is Us	Kevin Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Kevin-Pearson-0800-235-090.pdf
38	Beth Pearson	Beth Pearson	Beth Pearson/This Is Us	Beth Pearson/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Beth-Pearson-0800-235-090.pdf
39	Toby Damon	Toby Damon	Toby Damon/This Is Us	Toby Damon/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Toby-Damon-0800-235-090.pdf
40	William H. 'Shakespeare' Hill	William H. `Shakespeare' Hill	William H. 'Shakespeare' Hill/This Is Us	William H. 'Shakespeare' Hill/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-William-H-Shakespeare-Hill-0800-235-090.pdf
41	Miguel Rivas	Miguel Rivas	Miguel Rivas/This Is Us	Miguel Rivas/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Miguel-Rivas-0800-235-090.pdf
42	Sophie	Sophie	Sophie/This Is Us	Sophie/This Is Us	https://compstorylab.org/archetypometrics/cards/This-Is-Us-Sophie-0800-235-090.pdf
43	Dr. Alan Grant	Dr. Alan Grant	Dr. Alan Grant/Jurassic Park	Dr. Alan Grant/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-Dr-Alan-Grant-0800-235-090.pdf
44	Dr. Ellie Sattler	Dr. Ellie Sattler	Dr. Ellie Sattler/Jurassic Park	Dr. Ellie Sattler/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-Dr-Ellie-Sattler-0800-235-090.pdf
45	Dr. Ian Malcolm	Dr. Ian Malcolm	Dr. Ian Malcolm/Jurassic Park	Dr. Ian Malcolm/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-Dr-Ian-Malcolm-0800-235-090.pdf
46	John Hammond	John Hammond	John Hammond/Jurassic Park	John Hammond/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-John-Hammond-0800-235-090.pdf
47	Ray Arnold	Ray Arnold	Ray Arnold/Jurassic Park	Ray Arnold/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-Ray-Arnold-0800-235-090.pdf
48	Dennis Nedry	Dennis Nedry	Dennis Nedry/Jurassic Park	Dennis Nedry/Jurassic Park	https://compstorylab.org/archetypometrics/cards/Jurassic-Park-Dennis-Nedry-0800-235-090.pdf
49	Simba	Simba	Simba/The Lion King	Simba/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Simba-0800-235-090.pdf
50	Nala	Nala	Nala/The Lion King	Nala/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Nala-0800-235-090.pdf
51	Timon	Timon	Timon/The Lion King	Timon/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Timon-0800-235-090.pdf
52	Pumbaa	Pumbaa	Pumbaa/The Lion King	Pumbaa/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Pumbaa-0800-235-090.pdf
53	Scar	Scar	Scar/The Lion King	Scar/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Scar-0800-235-090.pdf
54	Mufasa	Mufasa	Mufasa/The Lion King	Mufasa/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Mufasa-0800-235-090.pdf
55	Josiah Bartlet	Josiah Bartlet	Josiah Bartlet/The West Wing	Josiah Bartlet/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Josiah-Bartlet-0800-235-090.pdf
56	Leo McGarry	Leo McGarry	Leo McGarry/The West Wing	Leo McGarry/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Leo-McGarry-0800-235-090.pdf
57	Josh Lyman	Josh Lyman	Josh Lyman/The West Wing	Josh Lyman/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Josh-Lyman-0800-235-090.pdf
58	Toby Ziegler	Toby Ziegler	Toby Ziegler/The West Wing	Toby Ziegler/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Toby-Ziegler-0800-235-090.pdf
59	Sam Seaborn	Sam Seaborn	Sam Seaborn/The West Wing	Sam Seaborn/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Sam-Seaborn-0800-235-090.pdf
60	C. J. Cregg	C. J. Cregg	C. J. Cregg/The West Wing	C. J. Cregg/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-C-J-Cregg-0800-235-090.pdf
61	Charlie Young	Charlie Young	Charlie Young/The West Wing	Charlie Young/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Charlie-Young-0800-235-090.pdf
62	Donna Moss	Donna Moss	Donna Moss/The West Wing	Donna Moss/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Donna-Moss-0800-235-090.pdf
63	Abbey Bartlet	Abbey Bartlet	Abbey Bartlet/The West Wing	Abbey Bartlet/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Abbey-Bartlet-0800-235-090.pdf
64	Joey Lucas	Joey Lucas	Joey Lucas/The West Wing	Joey Lucas/The West Wing	https://compstorylab.org/archetypometrics/cards/The-West-Wing-Joey-Lucas-0800-235-090.pdf
65	Eric Taylor	Eric Taylor	Eric Taylor/Friday Night Lights	Eric Taylor/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Eric-Taylor-0800-235-090.pdf
66	Tami Taylor	Tami Taylor	Tami Taylor/Friday Night Lights	Tami Taylor/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Tami-Taylor-0800-235-090.pdf
67	Smash Williams	Smash Williams	Smash Williams/Friday Night Lights	Smash Williams/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Smash-Williams-0800-235-090.pdf
68	Matt Saracen	Matt Saracen	Matt Saracen/Friday Night Lights	Matt Saracen/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Matt-Saracen-0800-235-090.pdf
69	Lyla Garrity	Lyla Garrity	Lyla Garrity/Friday Night Lights	Lyla Garrity/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Lyla-Garrity-0800-235-090.pdf
70	Tim Riggins	Tim Riggins	Tim Riggins/Friday Night Lights	Tim Riggins/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Tim-Riggins-0800-235-090.pdf
71	Tyra Collette	Tyra Collette	Tyra Collette/Friday Night Lights	Tyra Collette/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Tyra-Collette-0800-235-090.pdf
72	Landry Clarke	Landry Clarke	Landry Clarke/Friday Night Lights	Landry Clarke/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Landry-Clarke-0800-235-090.pdf
73	Jason Street	Jason Street	Jason Street/Friday Night Lights	Jason Street/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Jason-Street-0800-235-090.pdf
74	Julie Taylor	Julie Taylor	Julie Taylor/Friday Night Lights	Julie Taylor/Friday Night Lights	https://compstorylab.org/archetypometrics/cards/Friday-Night-Lights-Julie-Taylor-0800-235-090.pdf
75	Johnny Rose	Johnny Rose	Johnny Rose/Schitt's Creek	Johnny Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Johnny-Rose-0800-235-090.pdf
76	Moira Rose	Moira Rose	Moira Rose/Schitt's Creek	Moira Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Moira-Rose-0800-235-090.pdf
77	David Rose	David Rose	David Rose/Schitt's Creek	David Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-David-Rose-0800-235-090.pdf
78	Alexis Rose	Alexis Rose	Alexis Rose/Schitt's Creek	Alexis Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Alexis-Rose-0800-235-090.pdf
79	Stevie Budd	Stevie Budd	Stevie Budd/Schitt's Creek	Stevie Budd/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Stevie-Budd-0800-235-090.pdf
80	Ted Mullens	Ted Mullens	Ted Mullens/Schitt's Creek	Ted Mullens/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Ted-Mullens-0800-235-090.pdf
81	Jo March	Jo March	Jo March/Little Women	Jo March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Jo-March-0800-235-090.pdf
82	Meg March	Meg March	Meg March/Little Women	Meg March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Meg-March-0800-235-090.pdf
83	Amy March	Amy March	Amy March/Little Women	Amy March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Amy-March-0800-235-090.pdf
84	Beth March	Beth March	Beth March/Little Women	Beth March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Beth-March-0800-235-090.pdf
85	Marmee March	Marmee March	Marmee March/Little Women	Marmee March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Marmee-March-0800-235-090.pdf
86	Theodore Laurence	Theodore Laurence	Theodore Laurence/Little Women	Theodore Laurence/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Theodore-Laurence-0800-235-090.pdf
87	Olivia Pope	Olivia Pope	Olivia Pope/Scandal	Olivia Pope/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Olivia-Pope-0800-235-090.pdf
88	Abby Whelan	Abby Whelan	Abby Whelan/Scandal	Abby Whelan/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Abby-Whelan-0800-235-090.pdf
89	Quinn Perkins	Quinn Perkins	Quinn Perkins/Scandal	Quinn Perkins/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Quinn-Perkins-0800-235-090.pdf
90	Huck	Huck	Huck/Scandal	Huck/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Huck-0800-235-090.pdf
91	Cyrus Beene	Cyrus Beene	Cyrus Beene/Scandal	Cyrus Beene/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Cyrus-Beene-0800-235-090.pdf
92	David Rosen	David Rosen	David Rosen/Scandal	David Rosen/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-David-Rosen-0800-235-090.pdf
93	Mellie Grant	Mellie Grant	Mellie Grant/Scandal	Mellie Grant/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Mellie-Grant-0800-235-090.pdf
94	Fitzgerald Grant	Fitzgerald Grant	Fitzgerald Grant/Scandal	Fitzgerald Grant/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Fitzgerald-Grant-0800-235-090.pdf
95	Jake Ballard	Jake Ballard	Jake Ballard/Scandal	Jake Ballard/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Jake-Ballard-0800-235-090.pdf
96	Rowan Pope	Rowan Pope	Rowan Pope/Scandal	Rowan Pope/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Rowan-Pope-0800-235-090.pdf
97	Robin Hood	Robin Hood	Robin Hood/Robin Hood	Robin Hood/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Robin-Hood-0800-235-090.pdf
98	Maid Marian	Maid Marian	Maid Marian/Robin Hood	Maid Marian/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Maid-Marian-0800-235-090.pdf
99	Little John	Little John	Little John/Robin Hood	Little John/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Little-John-0800-235-090.pdf
100	Friar Tuck	Friar Tuck	Friar Tuck/Robin Hood	Friar Tuck/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Friar-Tuck-0800-235-090.pdf
101	Prince John	Prince John	Prince John/Robin Hood	Prince John/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Prince-John-0800-235-090.pdf
102	Sheriff of Nottingham	Sheriff of Nottingham	Sheriff of Nottingham/Robin Hood	Sheriff of Nottingham/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Sheriff-of-Nottingham-0800-235-090.pdf
103	Romeo Montague	Romeo Montague	Romeo Montague/Romeo and Juliet	Romeo Montague/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Romeo-Montague-0800-235-090.pdf
104	Juliet Capulet	Juliet Capulet	Juliet Capulet/Romeo and Juliet	Juliet Capulet/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Juliet-Capulet-0800-235-090.pdf
105	Friar Laurence	Friar Laurence	Friar Laurence/Romeo and Juliet	Friar Laurence/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Friar-Laurence-0800-235-090.pdf
106	Mercutio	Mercutio	Mercutio/Romeo and Juliet	Mercutio/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Mercutio-0800-235-090.pdf
107	The Nurse	The Nurse	The Nurse/Romeo and Juliet	The Nurse/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-The-Nurse-0800-235-090.pdf
108	Benvolio	Benvolio	Benvolio/Romeo and Juliet	Benvolio/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Benvolio-0800-235-090.pdf
109	Dexter Morgan	Dexter Morgan	Dexter Morgan/Dexter	Dexter Morgan/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Dexter-Morgan-0800-235-090.pdf
110	Rita Bennett	Rita Bennett	Rita Bennett/Dexter	Rita Bennett/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Rita-Bennett-0800-235-090.pdf
111	Debra Morgan	Debra Morgan	Debra Morgan/Dexter	Debra Morgan/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Debra-Morgan-0800-235-090.pdf
112	James Doakes	James Doakes	James Doakes/Dexter	James Doakes/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-James-Doakes-0800-235-090.pdf
113	Maria LaGuerta	Maria LaGuerta	Maria LaGuerta/Dexter	Maria LaGuerta/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Maria-LaGuerta-0800-235-090.pdf
114	Angel Batista	Angel Batista	Angel Batista/Dexter	Angel Batista/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Angel-Batista-0800-235-090.pdf
115	Harry Morgan	Harry Morgan	Harry Morgan/Dexter	Harry Morgan/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Harry-Morgan-0800-235-090.pdf
116	Vince Masuka	Vince Masuka	Vince Masuka/Dexter	Vince Masuka/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Vince-Masuka-0800-235-090.pdf
117	Thomas Matthews	Thomas Matthews	Thomas Matthews/Dexter	Thomas Matthews/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Thomas-Matthews-0800-235-090.pdf
118	Joey Quinn	Joey Quinn	Joey Quinn/Dexter	Joey Quinn/Dexter	https://compstorylab.org/archetypometrics/cards/Dexter-Joey-Quinn-0800-235-090.pdf
119	Eleanor Shellstrop	Eleanor Shellstrop	Eleanor Shellstrop/The Good Place	Eleanor Shellstrop/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Eleanor-Shellstrop-0800-235-090.pdf
120	Chidi Anagonye	Chidi Anagonye	Chidi Anagonye/The Good Place	Chidi Anagonye/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Chidi-Anagonye-0800-235-090.pdf
121	Tahani Al-Jamil	Tahani Al-Jamil	Tahani Al-Jamil/The Good Place	Tahani Al-Jamil/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Tahani-Al-Jamil-0800-235-090.pdf
122	Janet	Janet	Janet/The Good Place	Janet/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Janet-0800-235-090.pdf
123	Jason Mendoza	Jason Mendoza	Jason Mendoza/The Good Place	Jason Mendoza/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Jason-Mendoza-0800-235-090.pdf
124	Michael	Michael	Michael/The Good Place	Michael/The Good Place	https://compstorylab.org/archetypometrics/cards/The-Good-Place-Michael-0800-235-090.pdf
125	Dr. Gregory House	Dr. Gregory House	Dr. Gregory House/House, M.D.	Dr. Gregory House/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-Gregory-House-0800-235-090.pdf
126	Dr. Lisa Cuddy	Dr. Lisa Cuddy	Dr. Lisa Cuddy/House, M.D.	Dr. Lisa Cuddy/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-Lisa-Cuddy-0800-235-090.pdf
127	Dr. James Wilson	Dr. James Wilson	Dr. James Wilson/House, M.D.	Dr. James Wilson/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-James-Wilson-0800-235-090.pdf
128	Dr. Eric Foreman	Dr. Eric Foreman	Dr. Eric Foreman/House, M.D.	Dr. Eric Foreman/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-Eric-Foreman-0800-235-090.pdf
129	Dr. Robert Chase	Dr. Robert Chase	Dr. Robert Chase/House, M.D.	Dr. Robert Chase/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-Robert-Chase-0800-235-090.pdf
130	Dr. Allison Cameron	Dr. Allison Cameron	Dr. Allison Cameron/House, M.D.	Dr. Allison Cameron/House, M.D.	https://compstorylab.org/archetypometrics/cards/House-MD-Dr-Allison-Cameron-0800-235-090.pdf
131	Sayid Jarrah	Sayid Jarrah	Sayid Jarrah/LOST	Sayid Jarrah/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Sayid-Jarrah-0800-235-090.pdf
132	Claire Littleton	Claire Littleton	Claire Littleton/LOST	Claire Littleton/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Claire-Littleton-0800-235-090.pdf
133	Jack Shephard	Jack Shephard	Jack Shephard/LOST	Jack Shephard/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Jack-Shephard-0800-235-090.pdf
134	Hurley Reyes	Hurley Reyes	Hurley Reyes/LOST	Hurley Reyes/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Hurley-Reyes-0800-235-090.pdf
135	Shannon Rutherford	Shannon Rutherford	Shannon Rutherford/LOST	Shannon Rutherford/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Shannon-Rutherford-0800-235-090.pdf
136	Sawyer Ford	Sawyer Ford	Sawyer Ford/LOST	Sawyer Ford/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Sawyer-Ford-0800-235-090.pdf
137	Benjamin Linus	Benjamin Linus	Benjamin Linus/LOST	Benjamin Linus/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Benjamin-Linus-0800-235-090.pdf
138	Jin-Soo Kwon	Jin-Soo Kwon	Jin-Soo Kwon/LOST	Jin-Soo Kwon/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Jin-Soo-Kwon-0800-235-090.pdf
139	Michael Dawson	Michael Dawson	Michael Dawson/LOST	Michael Dawson/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Michael-Dawson-0800-235-090.pdf
140	Desmond Hume	Desmond Hume	Desmond Hume/LOST	Desmond Hume/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Desmond-Hume-0800-235-090.pdf
141	Sun-Hwa Kwon	Sun-Hwa Kwon	Sun-Hwa Kwon/LOST	Sun-Hwa Kwon/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Sun-Hwa-Kwon-0800-235-090.pdf
142	Kate Austen	Kate Austen	Kate Austen/LOST	Kate Austen/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Kate-Austen-0800-235-090.pdf
143	Charlie Pace	Charlie Pace	Charlie Pace/LOST	Charlie Pace/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Charlie-Pace-0800-235-090.pdf
144	John Locke	John Locke	John Locke/LOST	John Locke/LOST	https://compstorylab.org/archetypometrics/cards/LOST-John-Locke-0800-235-090.pdf
145	Juliet Burke	Juliet Burke	Juliet Burke/LOST	Juliet Burke/LOST	https://compstorylab.org/archetypometrics/cards/LOST-Juliet-Burke-0800-235-090.pdf
