index	character	character in latex	character/story	character/story in latex	card url
1609	Kalinda Sharma	Kalinda Sharma	Kalinda Sharma/The Good Wife	Kalinda Sharma/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Kalinda-Sharma-2000-464-341.pdf
1610	Will Gardner	Will Gardner	Will Gardner/The Good Wife	Will Gardner/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Will-Gardner-2000-464-341.pdf
1611	Grace Florrick	Grace Florrick	Grace Florrick/The Good Wife	Grace Florrick/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Grace-Florrick-2000-464-341.pdf
1612	Piper Chapman	Piper Chapman	Piper Chapman/Orange is the New Black	Piper Chapman/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Piper-Chapman-2000-464-341.pdf
1613	Alex Vause	Alex Vause	Alex Vause/Orange is the New Black	Alex Vause/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Alex-Vause-2000-464-341.pdf
1614	Sam Healy	Sam Healy	Sam Healy/Orange is the New Black	Sam Healy/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Sam-Healy-2000-464-341.pdf
1615	Red Reznikov	Red Reznikov	Red Reznikov/Orange is the New Black	Red Reznikov/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Red-Reznikov-2000-464-341.pdf
1616	Crazy Eyes	Crazy Eyes	Crazy Eyes/Orange is the New Black	Crazy Eyes/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Crazy-Eyes-2000-464-341.pdf
1617	Taystee Jefferson	Taystee Jefferson	Taystee Jefferson/Orange is the New Black	Taystee Jefferson/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Taystee-Jefferson-2000-464-341.pdf
1618	Nicky Nichols	Nicky Nichols	Nicky Nichols/Orange is the New Black	Nicky Nichols/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Nicky-Nichols-2000-464-341.pdf
1619	Pennsatucky Doggett	Pennsatucky Doggett	Pennsatucky Doggett/Orange is the New Black	Pennsatucky Doggett/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Pennsatucky-Doggett-2000-464-341.pdf
1620	Lorna Morello	Lorna Morello	Lorna Morello/Orange is the New Black	Lorna Morello/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Lorna-Morello-2000-464-341.pdf
1621	Flaca Gonzales	Flaca Gonzales	Flaca Gonzales/Orange is the New Black	Flaca Gonzales/Orange is the New Black	https://compstorylab.org/archetypometrics/cards/Orange-is-the-New-Black-Flaca-Gonzales-2000-464-341.pdf
1622	Cedric Daniels	Cedric Daniels	Cedric Daniels/The Wire	Cedric Daniels/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Cedric-Daniels-2000-464-341.pdf
1623	Jimmy McNulty	Jimmy McNulty	Jimmy McNulty/The Wire	Jimmy McNulty/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Jimmy-McNulty-2000-464-341.pdf
1624	Kima Greggs	Kima Greggs	Kima Greggs/The Wire	Kima Greggs/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Kima-Greggs-2000-464-341.pdf
1625	Lester Freamon	Lester Freamon	Lester Freamon/The Wire	Lester Freamon/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Lester-Freamon-2000-464-341.pdf
1626	Bunk Moreland	Bunk Moreland	Bunk Moreland/The Wire	Bunk Moreland/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Bunk-Moreland-2000-464-341.pdf
1627	Herc Hauk	Herc Hauk	Herc Hauk/The Wire	Herc Hauk/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Herc-Hauk-2000-464-341.pdf
1628	Ellis Carver	Ellis Carver	Ellis Carver/The Wire	Ellis Carver/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Ellis-Carver-2000-464-341.pdf
1629	Bubbles Cousins	Bubbles Cousins	Bubbles Cousins/The Wire	Bubbles Cousins/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Bubbles-Cousins-2000-464-341.pdf
1630	William Rawls	William Rawls	William Rawls/The Wire	William Rawls/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-William-Rawls-2000-464-341.pdf
1631	Roland Pryzbylewski	Roland Pryzbylewski	Roland Pryzbylewski/The Wire	Roland Pryzbylewski/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Roland-Pryzbylewski-2000-464-341.pdf
1632	Rhonda Pearlman	Rhonda Pearlman	Rhonda Pearlman/The Wire	Rhonda Pearlman/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Rhonda-Pearlman-2000-464-341.pdf
1633	Omar Little	Omar Little	Omar Little/The Wire	Omar Little/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Omar-Little-2000-464-341.pdf
1634	Ervin Burrell	Ervin Burrell	Ervin Burrell/The Wire	Ervin Burrell/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Ervin-Burrell-2000-464-341.pdf
1635	Bodie Broadus	Bodie Broadus	Bodie Broadus/The Wire	Bodie Broadus/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Bodie-Broadus-2000-464-341.pdf
1636	Stringer Bell	Stringer Bell	Stringer Bell/The Wire	Stringer Bell/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Stringer-Bell-2000-464-341.pdf
1637	Tommy Carcetti	Tommy Carcetti	Tommy Carcetti/The Wire	Tommy Carcetti/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Tommy-Carcetti-2000-464-341.pdf
1638	Avon Barksdale	Avon Barksdale	Avon Barksdale/The Wire	Avon Barksdale/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Avon-Barksdale-2000-464-341.pdf
1639	Chris Partlow	Chris Partlow	Chris Partlow/The Wire	Chris Partlow/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Chris-Partlow-2000-464-341.pdf
1640	Norman Wilson	Norman Wilson	Norman Wilson/The Wire	Norman Wilson/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Norman-Wilson-2000-464-341.pdf
1641	Michael Lee	Michael Lee	Michael Lee/The Wire	Michael Lee/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Michael-Lee-2000-464-341.pdf
1642	Maurice Levy	Maurice Levy	Maurice Levy/The Wire	Maurice Levy/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Maurice-Levy-2000-464-341.pdf
1643	Beadie Russell	Beadie Russell	Beadie Russell/The Wire	Beadie Russell/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Beadie-Russell-2000-464-341.pdf
1644	Cutty Wise	Cutty Wise	Cutty Wise/The Wire	Cutty Wise/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Cutty-Wise-2000-464-341.pdf
1645	D'Angelo Barksdale	D'Angelo Barksdale	D'Angelo Barksdale/The Wire	D'Angelo Barksdale/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-DAngelo-Barksdale-2000-464-341.pdf
1646	Clay Davis	Clay Davis	Clay Davis/The Wire	Clay Davis/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Clay-Davis-2000-464-341.pdf
1647	Clarence Royce	Clarence Royce	Clarence Royce/The Wire	Clarence Royce/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Clarence-Royce-2000-464-341.pdf
1648	Spiros Vondopoulos	Spiros Vondopoulos	Spiros Vondopoulos/The Wire	Spiros Vondopoulos/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Spiros-Vondopoulos-2000-464-341.pdf
1649	Frank Sobotka	Frank Sobotka	Frank Sobotka/The Wire	Frank Sobotka/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Frank-Sobotka-2000-464-341.pdf
1650	Ziggy Sobotka	Ziggy Sobotka	Ziggy Sobotka/The Wire	Ziggy Sobotka/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Ziggy-Sobotka-2000-464-341.pdf
1651	Nick Sobotka	Nick Sobotka	Nick Sobotka/The Wire	Nick Sobotka/The Wire	https://compstorylab.org/archetypometrics/cards/The-Wire-Nick-Sobotka-2000-464-341.pdf
1652	Jack Dawson	Jack Dawson	Jack Dawson/Titanic	Jack Dawson/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Jack-Dawson-2000-464-341.pdf
1653	Rose DeWitt Bukater	Rose DeWitt Bukater	Rose DeWitt Bukater/Titanic	Rose DeWitt Bukater/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Rose-DeWitt-Bukater-2000-464-341.pdf
1654	Cal Hockley	Cal Hockley	Cal Hockley/Titanic	Cal Hockley/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Cal-Hockley-2000-464-341.pdf
1655	Jean Valjean	Jean Valjean	Jean Valjean/Les Misérables	Jean Valjean/Les Mis\'{e}rables	https://compstorylab.org/archetypometrics/cards/Les-Miserables-Jean-Valjean-2000-464-341.pdf
1656	Javert	Javert	Javert/Les Misérables	Javert/Les Mis\'{e}rables	https://compstorylab.org/archetypometrics/cards/Les-Miserables-Javert-2000-464-341.pdf
1657	Fantine	Fantine	Fantine/Les Misérables	Fantine/Les Mis\'{e}rables	https://compstorylab.org/archetypometrics/cards/Les-Miserables-Fantine-2000-464-341.pdf
1658	Cosette	Cosette	Cosette/Les Misérables	Cosette/Les Mis\'{e}rables	https://compstorylab.org/archetypometrics/cards/Les-Miserables-Cosette-2000-464-341.pdf
1659	Marius Pontmercy	Marius Pontmercy	Marius Pontmercy/Les Misérables	Marius Pontmercy/Les Mis\'{e}rables	https://compstorylab.org/archetypometrics/cards/Les-Miserables-Marius-Pontmercy-2000-464-341.pdf
1660	Simba	Simba	Simba/The Lion King	Simba/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Simba-2000-464-341.pdf
1661	Nala	Nala	Nala/The Lion King	Nala/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Nala-2000-464-341.pdf
1662	Timon	Timon	Timon/The Lion King	Timon/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Timon-2000-464-341.pdf
1663	Pumbaa	Pumbaa	Pumbaa/The Lion King	Pumbaa/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Pumbaa-2000-464-341.pdf
1664	Scar	Scar	Scar/The Lion King	Scar/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Scar-2000-464-341.pdf
1665	Mufasa	Mufasa	Mufasa/The Lion King	Mufasa/The Lion King	https://compstorylab.org/archetypometrics/cards/The-Lion-King-Mufasa-2000-464-341.pdf
1666	Dale Cooper	Dale Cooper	Dale Cooper/Twin Peaks	Dale Cooper/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Dale-Cooper-2000-464-341.pdf
1667	Sheriff Truman	Sheriff Truman	Sheriff Truman/Twin Peaks	Sheriff Truman/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Sheriff-Truman-2000-464-341.pdf
1668	Shelly Johnson	Shelly Johnson	Shelly Johnson/Twin Peaks	Shelly Johnson/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Shelly-Johnson-2000-464-341.pdf
1669	Bobby Briggs	Bobby Briggs	Bobby Briggs/Twin Peaks	Bobby Briggs/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Bobby-Briggs-2000-464-341.pdf
1670	Benjamin Horne	Benjamin Horne	Benjamin Horne/Twin Peaks	Benjamin Horne/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Benjamin-Horne-2000-464-341.pdf
1671	Audrey Horne	Audrey Horne	Audrey Horne/Twin Peaks	Audrey Horne/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Audrey-Horne-2000-464-341.pdf
1672	Norma Jennings	Norma Jennings	Norma Jennings/Twin Peaks	Norma Jennings/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Norma-Jennings-2000-464-341.pdf
1673	James Hurley	James Hurley	James Hurley/Twin Peaks	James Hurley/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-James-Hurley-2000-464-341.pdf
1674	Ed Hurley	Ed Hurley	Ed Hurley/Twin Peaks	Ed Hurley/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Ed-Hurley-2000-464-341.pdf
1675	Pete Martell	Pete Martell	Pete Martell/Twin Peaks	Pete Martell/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Pete-Martell-2000-464-341.pdf
1676	Leland Palmer	Leland Palmer	Leland Palmer/Twin Peaks	Leland Palmer/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Leland-Palmer-2000-464-341.pdf
1677	Josie Packard	Josie Packard	Josie Packard/Twin Peaks	Josie Packard/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Josie-Packard-2000-464-341.pdf
1678	Catherine Martell	Catherine Martell	Catherine Martell/Twin Peaks	Catherine Martell/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Catherine-Martell-2000-464-341.pdf
1679	Lucy Moran	Lucy Moran	Lucy Moran/Twin Peaks	Lucy Moran/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Lucy-Moran-2000-464-341.pdf
1680	Donna Hayward	Donna Hayward	Donna Hayward/Twin Peaks	Donna Hayward/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Donna-Hayward-2000-464-341.pdf
1681	Jimmy 'B-Rabbit' Smith Jr.	Jimmy `B-Rabbit' Smith Jr.	Jimmy 'B-Rabbit' Smith Jr./8 Mile	Jimmy 'B-Rabbit' Smith Jr./8 Mile	https://compstorylab.org/archetypometrics/cards/8-Mile-Jimmy-B-Rabbit-Smith-Jr-2000-464-341.pdf
1682	Noah Calhoun	Noah Calhoun	Noah Calhoun/The Notebook	Noah Calhoun/The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Noah-Calhoun-2000-464-341.pdf
1683	Allison Hamilton	Allison Hamilton	Allison Hamilton/The Notebook	Allison Hamilton/The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Allison-Hamilton-2000-464-341.pdf
1684	Lon Hammond, Jr.	Lon Hammond, Jr.	Lon Hammond, Jr./The Notebook	Lon Hammond, Jr./The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Lon-Hammond-Jr-2000-464-341.pdf
1685	Michael Scott	Michael Scott	Michael Scott/The Office	Michael Scott/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Michael-Scott-2000-464-341.pdf
1686	Dwight Schrute	Dwight Schrute	Dwight Schrute/The Office	Dwight Schrute/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Dwight-Schrute-2000-464-341.pdf
1687	Jim Halpert	Jim Halpert	Jim Halpert/The Office	Jim Halpert/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Jim-Halpert-2000-464-341.pdf
1688	Pam Beesly	Pam Beesly	Pam Beesly/The Office	Pam Beesly/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Pam-Beesly-2000-464-341.pdf
1689	Ryan Howard	Ryan Howard	Ryan Howard/The Office	Ryan Howard/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Ryan-Howard-2000-464-341.pdf
1690	Andy Bernard	Andy Bernard	Andy Bernard/The Office	Andy Bernard/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Andy-Bernard-2000-464-341.pdf
1691	Jan Levinson	Jan Levinson	Jan Levinson/The Office	Jan Levinson/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Jan-Levinson-2000-464-341.pdf
1692	Stanley Hudson	Stanley Hudson	Stanley Hudson/The Office	Stanley Hudson/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Stanley-Hudson-2000-464-341.pdf
1693	Kevin Malone	Kevin Malone	Kevin Malone/The Office	Kevin Malone/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Kevin-Malone-2000-464-341.pdf
1694	Meredith Palmer	Meredith Palmer	Meredith Palmer/The Office	Meredith Palmer/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Meredith-Palmer-2000-464-341.pdf
1695	Angela Martin	Angela Martin	Angela Martin/The Office	Angela Martin/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Angela-Martin-2000-464-341.pdf
1696	Phyllis Lapin	Phyllis Lapin	Phyllis Lapin/The Office	Phyllis Lapin/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Phyllis-Lapin-2000-464-341.pdf
1697	Kelly Kapoor	Kelly Kapoor	Kelly Kapoor/The Office	Kelly Kapoor/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Kelly-Kapoor-2000-464-341.pdf
1698	Erin Hannon	Erin Hannon	Erin Hannon/The Office	Erin Hannon/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Erin-Hannon-2000-464-341.pdf
1699	Robert California	Robert California	Robert California/The Office	Robert California/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Robert-California-2000-464-341.pdf
1700	Ted Lasso	Ted Lasso	Ted Lasso/Ted Lasso	Ted Lasso/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Ted-Lasso-2000-464-341.pdf
1701	Rebecca Welton	Rebecca Welton	Rebecca Welton/Ted Lasso	Rebecca Welton/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Rebecca-Welton-2000-464-341.pdf
1702	Leslie Higgins	Leslie Higgins	Leslie Higgins/Ted Lasso	Leslie Higgins/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Leslie-Higgins-2000-464-341.pdf
1703	Jamie Tartt	Jamie Tartt	Jamie Tartt/Ted Lasso	Jamie Tartt/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Jamie-Tartt-2000-464-341.pdf
1704	Roy Kent	Roy Kent	Roy Kent/Ted Lasso	Roy Kent/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Roy-Kent-2000-464-341.pdf
1705	Coach Beard	Coach Beard	Coach Beard/Ted Lasso	Coach Beard/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Coach-Beard-2000-464-341.pdf
1706	Nathan Shelley	Nathan Shelley	Nathan Shelley/Ted Lasso	Nathan Shelley/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Nathan-Shelley-2000-464-341.pdf
1707	Keeley Jones	Keeley Jones	Keeley Jones/Ted Lasso	Keeley Jones/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Keeley-Jones-2000-464-341.pdf
1708	Dr. Sharon Fieldstone	Dr. Sharon Fieldstone	Dr. Sharon Fieldstone/Ted Lasso	Dr. Sharon Fieldstone/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Dr-Sharon-Fieldstone-2000-464-341.pdf
1709	Sam Obisanya	Sam Obisanya	Sam Obisanya/Ted Lasso	Sam Obisanya/Ted Lasso	https://compstorylab.org/archetypometrics/cards/Ted-Lasso-Sam-Obisanya-2000-464-341.pdf
1710	Mark Watney	Mark Watney	Mark Watney/The Martian	Mark Watney/The Martian	https://compstorylab.org/archetypometrics/cards/The-Martian-Mark-Watney-2000-464-341.pdf
1711	Lilo Pelekai	Lilo Pelekai	Lilo Pelekai/Lilo & Stitch	Lilo Pelekai/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Lilo-Pelekai-2000-464-341.pdf
1712	Nani Pelekai	Nani Pelekai	Nani Pelekai/Lilo & Stitch	Nani Pelekai/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Nani-Pelekai-2000-464-341.pdf
1713	Dr. Jumba Jookiba	Dr. Jumba Jookiba	Dr. Jumba Jookiba/Lilo & Stitch	Dr. Jumba Jookiba/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Dr-Jumba-Jookiba-2000-464-341.pdf
1714	Agt. Wendell Pleakley	Agt. Wendell Pleakley	Agt. Wendell Pleakley/Lilo & Stitch	Agt. Wendell Pleakley/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Agt-Wendell-Pleakley-2000-464-341.pdf
1715	Cobra Bubbles	Cobra Bubbles	Cobra Bubbles/Lilo & Stitch	Cobra Bubbles/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Cobra-Bubbles-2000-464-341.pdf
1716	Stitch	Stitch	Stitch/Lilo & Stitch	Stitch/Lilo \& Stitch	https://compstorylab.org/archetypometrics/cards/Lilo-and-Stitch-Stitch-2000-464-341.pdf
1717	Dr. Shaun Murphy	Dr. Shaun Murphy	Dr. Shaun Murphy/The Good Doctor	Dr. Shaun Murphy/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Shaun-Murphy-2000-464-341.pdf
1718	Dr. Claire Browne	Dr. Claire Browne	Dr. Claire Browne/The Good Doctor	Dr. Claire Browne/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Claire-Browne-2000-464-341.pdf
1719	Dr. Marcus Andrews	Dr. Marcus Andrews	Dr. Marcus Andrews/The Good Doctor	Dr. Marcus Andrews/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Marcus-Andrews-2000-464-341.pdf
1720	Dr. Aaron Glassman	Dr. Aaron Glassman	Dr. Aaron Glassman/The Good Doctor	Dr. Aaron Glassman/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Aaron-Glassman-2000-464-341.pdf
1721	Dr. Neil Melendez	Dr. Neil Melendez	Dr. Neil Melendez/The Good Doctor	Dr. Neil Melendez/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Neil-Melendez-2000-464-341.pdf
1722	Dr. Audrey Lim	Dr. Audrey Lim	Dr. Audrey Lim/The Good Doctor	Dr. Audrey Lim/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Audrey-Lim-2000-464-341.pdf
1723	Stella Gibson	Stella Gibson	Stella Gibson/The Fall	Stella Gibson/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Stella-Gibson-2000-464-341.pdf
1724	Paul Spector	Paul Spector	Paul Spector/The Fall	Paul Spector/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Paul-Spector-2000-464-341.pdf
1725	Jim Burns	Jim Burns	Jim Burns/The Fall	Jim Burns/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Jim-Burns-2000-464-341.pdf
1726	Rust Cohle	Rust Cohle	Rust Cohle/True Detective	Rust Cohle/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Rust-Cohle-2000-464-341.pdf
1727	Marty Hart	Marty Hart	Marty Hart/True Detective	Marty Hart/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Marty-Hart-2000-464-341.pdf
1728	Maggie Hart	Maggie Hart	Maggie Hart/True Detective	Maggie Hart/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Maggie-Hart-2000-464-341.pdf
1729	Ethan Ryan MacManus	Ethan Ryan MacManus	Ethan Ryan MacManus/Ctrl+Alt+Del	Ethan Ryan MacManus/Ctrl+Alt+Del	https://compstorylab.org/archetypometrics/cards/CtrlAltDel-Ethan-Ryan-MacManus-2000-464-341.pdf
1730	Lucas Davidowicz	Lucas Davidowicz	Lucas Davidowicz/Ctrl+Alt+Del	Lucas Davidowicz/Ctrl+Alt+Del	https://compstorylab.org/archetypometrics/cards/CtrlAltDel-Lucas-Davidowicz-2000-464-341.pdf
1731	Lilah MacManus	Lilah MacManus	Lilah MacManus/Ctrl+Alt+Del	Lilah MacManus/Ctrl+Alt+Del	https://compstorylab.org/archetypometrics/cards/CtrlAltDel-Lilah-MacManus-2000-464-341.pdf
1732	Billy Butcher	Billy Butcher	Billy Butcher/The Boys	Billy Butcher/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Billy-Butcher-2000-464-341.pdf
1733	Hughie Campbell	Hughie Campbell	Hughie Campbell/The Boys	Hughie Campbell/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Hughie-Campbell-2000-464-341.pdf
1734	Homelander	Homelander	Homelander/The Boys	Homelander/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Homelander-2000-464-341.pdf
1735	Annie January	Annie January	Annie January/The Boys	Annie January/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Annie-January-2000-464-341.pdf
1736	Queen Maeve	Queen Maeve	Queen Maeve/The Boys	Queen Maeve/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Queen-Maeve-2000-464-341.pdf
1737	A-Train	A-Train	A-Train/The Boys	A-Train/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-A-Train-2000-464-341.pdf
1738	Mother's Milk	Mother's Milk	Mother's Milk/The Boys	Mother's Milk/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Mothers-Milk-2000-464-341.pdf
1739	The Deep	The Deep	The Deep/The Boys	The Deep/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-The-Deep-2000-464-341.pdf
1740	Frenchie	Frenchie	Frenchie/The Boys	Frenchie/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Frenchie-2000-464-341.pdf
1741	Kimiko Miyashiro	Kimiko Miyashiro	Kimiko Miyashiro/The Boys	Kimiko Miyashiro/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Kimiko-Miyashiro-2000-464-341.pdf
1742	Black Noir	Black Noir	Black Noir/The Boys	Black Noir/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Black-Noir-2000-464-341.pdf
1743	Ashley Barrett	Ashley Barrett	Ashley Barrett/The Boys	Ashley Barrett/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Ashley-Barrett-2000-464-341.pdf
1744	Madelyn Stillwell	Madelyn Stillwell	Madelyn Stillwell/The Boys	Madelyn Stillwell/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Madelyn-Stillwell-2000-464-341.pdf
1745	Becca Butcher	Becca Butcher	Becca Butcher/The Boys	Becca Butcher/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Becca-Butcher-2000-464-341.pdf
1746	Stormfront	Stormfront	Stormfront/The Boys	Stormfront/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Stormfront-2000-464-341.pdf
1747	Queen Elizabeth II	Queen Elizabeth II	Queen Elizabeth II/The Crown	Queen Elizabeth II/The Crown	https://compstorylab.org/archetypometrics/cards/The-Crown-Queen-Elizabeth-II-2000-464-341.pdf
1748	Philip, Duke of Edinburgh	Philip, Duke of Edinburgh	Philip, Duke of Edinburgh/The Crown	Philip, Duke of Edinburgh/The Crown	https://compstorylab.org/archetypometrics/cards/The-Crown-Philip-Duke-of-Edinburgh-2000-464-341.pdf
1749	Elizabeth Jennings	Elizabeth Jennings	Elizabeth Jennings/The Americans	Elizabeth Jennings/The Americans	https://compstorylab.org/archetypometrics/cards/The-Americans-Elizabeth-Jennings-2000-464-341.pdf
